"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","430140","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","458208","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","457076","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","443428","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","413432","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","418784","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","408348","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","419516","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","443212","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","437116","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","430404","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","448008","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","451824","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Plus: current transfers received","Dollars","81","millions","6","v62305964","1.1.13","458472","","","","0"
"1961-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","244","","","","0"
"1961-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","240","","","","0"
"1961-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","236","","","","0"
"1961-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","232","","","","0"
"1962-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","232","","","","0"
"1962-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","232","","","","0"
"1962-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","232","","","","0"
"1962-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","232","","","","0"
"1963-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","236","","","","0"
"1963-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","240","","","","0"
"1963-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","244","","","","0"
"1963-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","248","","","","0"
"1964-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","252","","","","0"
"1964-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","252","","","","0"
"1964-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","256","","","","0"
"1964-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","256","","","","0"
"1965-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","252","","","","0"
"1965-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","244","","","","0"
"1965-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","232","","","","0"
"1965-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","212","","","","0"
"1966-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","188","","","","0"
"1966-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","176","","","","0"
"1966-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","168","","","","0"
"1966-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","172","","","","0"
"1967-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","180","","","","0"
"1967-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","188","","","","0"
"1967-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","196","","","","0"
"1967-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","200","","","","0"
"1968-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","200","","","","0"
"1968-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","196","","","","0"
"1968-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","196","","","","0"
"1968-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","196","","","","0"
"1969-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","200","","","","0"
"1969-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","204","","","","0"
"1969-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","204","","","","0"
"1969-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","208","","","","0"
"1970-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","208","","","","0"
"1970-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","212","","","","0"
"1970-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","208","","","","0"
"1970-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","208","","","","0"
"1971-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","208","","","","0"
"1971-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","212","","","","0"
"1971-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","220","","","","0"
"1971-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","232","","","","0"
"1972-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","252","","","","0"
"1972-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","264","","","","0"
"1972-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","276","","","","0"
"1972-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","284","","","","0"
"1973-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","296","","","","0"
"1973-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","304","","","","0"
"1973-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","312","","","","0"
"1973-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","320","","","","0"
"1974-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","328","","","","0"
"1974-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","340","","","","0"
"1974-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","348","","","","0"
"1974-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","360","","","","0"
"1975-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","368","","","","0"
"1975-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","384","","","","0"
"1975-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","400","","","","0"
"1975-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","420","","","","0"
"1976-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","448","","","","0"
"1976-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","464","","","","0"
"1976-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","476","","","","0"
"1976-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","488","","","","0"
"1977-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","496","","","","0"
"1977-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","508","","","","0"
"1977-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","520","","","","0"
"1977-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","536","","","","0"
"1978-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","556","","","","0"
"1978-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","576","","","","0"
"1978-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","600","","","","0"
"1978-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","620","","","","0"
"1979-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","644","","","","0"
"1979-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","676","","","","0"
"1979-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","704","","","","0"
"1979-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","740","","","","0"
"1980-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","780","","","","0"
"1980-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","808","","","","0"
"1980-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","840","","","","0"
"1980-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","864","","","","0"
"1981-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","828","","","","0"
"1981-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","860","","","","0"
"1981-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","892","","","","0"
"1981-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","920","","","","0"
"1982-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","944","","","","0"
"1982-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","944","","","","0"
"1982-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","936","","","","0"
"1982-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","952","","","","0"
"1983-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","960","","","","0"
"1983-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","984","","","","0"
"1983-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1004","","","","0"
"1983-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1024","","","","0"
"1984-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","936","","","","0"
"1984-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","960","","","","0"
"1984-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","984","","","","0"
"1984-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1008","","","","0"
"1985-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","932","","","","0"
"1985-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","956","","","","0"
"1985-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","984","","","","0"
"1985-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1004","","","","0"
"1986-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1020","","","","0"
"1986-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1040","","","","0"
"1986-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1064","","","","0"
"1986-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1088","","","","0"
"1987-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1168","","","","0"
"1987-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1200","","","","0"
"1987-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1236","","","","0"
"1987-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1268","","","","0"
"1988-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1464","","","","0"
"1988-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1496","","","","0"
"1988-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1532","","","","0"
"1988-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1560","","","","0"
"1989-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1896","","","","0"
"1989-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1924","","","","0"
"1989-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1952","","","","0"
"1989-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1984","","","","0"
"1990-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2004","","","","0"
"1990-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2020","","","","0"
"1990-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2036","","","","0"
"1990-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2324","","","","0"
"1991-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2264","","","","0"
"1991-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2264","","","","0"
"1991-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2284","","","","0"
"1991-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2308","","","","0"
"1992-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1596","","","","0"
"1992-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2376","","","","0"
"1992-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1964","","","","0"
"1992-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2440","","","","0"
"1993-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2152","","","","0"
"1993-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2148","","","","0"
"1993-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2160","","","","0"
"1993-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2172","","","","0"
"1994-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","1964","","","","0"
"1994-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2000","","","","0"
"1994-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2024","","","","0"
"1994-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2048","","","","0"
"1995-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2048","","","","0"
"1995-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2068","","","","0"
"1995-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2092","","","","0"
"1995-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2104","","","","0"
"1996-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2136","","","","0"
"1996-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2160","","","","0"
"1996-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2192","","","","0"
"1996-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2232","","","","0"
"1997-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2208","","","","0"
"1997-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2268","","","","0"
"1997-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2272","","","","0"
"1997-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2172","","","","0"
"1998-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2292","","","","0"
"1998-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2300","","","","0"
"1998-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2292","","","","0"
"1998-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2292","","","","0"
"1999-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2156","","","","0"
"1999-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2324","","","","0"
"1999-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2512","","","","0"
"1999-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2716","","","","0"
"2000-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2632","","","","0"
"2000-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2956","","","","0"
"2000-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3016","","","","0"
"2000-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2868","","","","0"
"2001-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2816","","","","0"
"2001-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2692","","","","0"
"2001-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2600","","","","0"
"2001-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2560","","","","0"
"2002-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2648","","","","0"
"2002-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2744","","","","0"
"2002-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2768","","","","0"
"2002-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2756","","","","0"
"2003-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2688","","","","0"
"2003-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2688","","","","0"
