"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1967-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","4468","","","","0"
"1968-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","3880","","","","0"
"1968-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","5044","","","","0"
"1968-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","4488","","","","0"
"1968-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","4464","","","","0"
"1969-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","4792","","","","0"
"1969-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","4460","","","","0"
"1969-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","5084","","","","0"
"1969-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","4952","","","","0"
"1970-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","6264","","","","0"
"1970-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","5036","","","","0"
"1970-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","5552","","","","0"
"1970-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","5912","","","","0"
"1971-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","7416","","","","0"
"1971-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","6284","","","","0"
"1971-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","6408","","","","0"
"1971-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","6440","","","","0"
"1972-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","8396","","","","0"
"1972-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","8068","","","","0"
"1972-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","8516","","","","0"
"1972-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","9564","","","","0"
"1973-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","9344","","","","0"
"1973-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","11016","","","","0"
"1973-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","12224","","","","0"
"1973-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","13964","","","","0"
"1974-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","14228","","","","0"
"1974-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","12592","","","","0"
"1974-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","16112","","","","0"
"1974-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","18520","","","","0"
"1975-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","17544","","","","0"
"1975-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","19076","","","","0"
"1975-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","20364","","","","0"
"1975-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","19748","","","","0"
"1976-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","21212","","","","0"
"1976-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","22828","","","","0"
"1976-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","19380","","","","0"
"1976-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","21352","","","","0"
"1977-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","21020","","","","0"
"1977-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","24600","","","","0"
"1977-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","21624","","","","0"
"1977-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","22936","","","","0"
"1978-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","27260","","","","0"
"1978-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","26352","","","","0"
"1978-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","25972","","","","0"
"1978-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","27452","","","","0"
"1979-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","26688","","","","0"
"1979-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","31960","","","","0"
"1979-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","31096","","","","0"
"1979-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","34168","","","","0"
"1980-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","34664","","","","0"
"1980-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","37132","","","","0"
"1980-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","36564","","","","0"
"1980-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","39820","","","","0"
"1981-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","43900","","","","0"
"1981-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","47076","","","","0"
"1981-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","49188","","","","0"
"1981-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","51816","","","","0"
"1982-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","61504","","","","0"
"1982-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","61756","","","","0"
"1982-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","60656","","","","0"
"1982-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","56800","","","","0"
"1983-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","53616","","","","0"
"1983-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","48352","","","","0"
"1983-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","61600","","","","0"
"1983-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","53900","","","","0"
"1984-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","51144","","","","0"
"1984-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","59180","","","","0"
"1984-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","62172","","","","0"
"1984-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","61784","","","","0"
"1985-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","58960","","","","0"
"1985-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","66380","","","","0"
"1985-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","57940","","","","0"
"1985-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","57868","","","","0"
"1986-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","57648","","","","0"
"1986-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","58596","","","","0"
"1986-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","52644","","","","0"
"1986-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","54092","","","","0"
"1987-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","56040","","","","0"
"1987-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","51948","","","","0"
"1987-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","54992","","","","0"
"1987-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","54524","","","","0"
"1988-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","51500","","","","0"
"1988-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","58596","","","","0"
"1988-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","65804","","","","0"
"1988-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","68180","","","","0"
"1989-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","70860","","","","0"
"1989-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","69840","","","","0"
"1989-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","67068","","","","0"
"1989-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","68640","","","","0"
"1990-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","74052","","","","0"
"1990-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","65580","","","","0"
"1990-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","73900","","","","0"
"1990-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","78472","","","","0"
"1991-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","83720","","","","0"
"1991-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","68368","","","","0"
"1991-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","74240","","","","0"
"1991-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","76604","","","","0"
"1992-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","71316","","","","0"
"1992-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","77444","","","","0"
"1992-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","86024","","","","0"
"1992-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","74980","","","","0"
"1993-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","76116","","","","0"
"1993-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","92548","","","","0"
"1993-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","74300","","","","0"
"1993-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","68816","","","","0"
"1994-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","69544","","","","0"
"1994-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","73456","","","","0"
"1994-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","68940","","","","0"
"1994-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","67704","","","","0"
"1995-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","70336","","","","0"
"1995-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","69200","","","","0"
"1995-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","64040","","","","0"
"1995-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","65816","","","","0"
"1996-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","63796","","","","0"
"1996-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","58976","","","","0"
"1996-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","57788","","","","0"
"1996-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","52440","","","","0"
"1997-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","46264","","","","0"
"1997-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","42748","","","","0"
"1997-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","46696","","","","0"
"1997-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","42164","","","","0"
"1998-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","49084","","","","0"
"1998-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","42248","","","","0"
"1998-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","48388","","","","0"
"1998-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","53080","","","","0"
"1999-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","48036","","","","0"
"1999-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","50608","","","","0"
"1999-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","49044","","","","0"
"1999-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","47804","","","","0"
"2000-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","50332","","","","0"
"2000-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","50660","","","","0"
"2000-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","52668","","","","0"
"2000-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","60072","","","","0"
"2001-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","66508","","","","0"
"2001-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","44480","","","","0"
"2001-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","57320","","","","0"
"2001-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","59480","","","","0"
"2002-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","61208","","","","0"
"2002-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","45924","","","","0"
"2002-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","47776","","","","0"
"2002-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","46484","","","","0"
"2003-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","46160","","","","0"
"2003-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","51808","","","","0"
"2003-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","39792","","","","0"
"2003-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","45768","","","","0"
"2004-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","44636","","","","0"
"2004-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","54164","","","","0"
"2004-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","52680","","","","0"
"2004-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","53608","","","","0"
"2005-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","36832","","","","0"
"2005-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","44920","","","","0"
"2005-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","51276","","","","0"
"2005-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","51548","","","","0"
"2006-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","59000","","","","0"
"2006-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","45924","","","","0"
"2006-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","58932","","","","0"
"2006-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","64780","","","","0"
"2007-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","74632","","","","0"
"2007-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","52836","","","","0"
"2007-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","50192","","","","0"
"2007-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","49640","","","","0"
"2008-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","63540","","","","0"
"2008-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","69424","","","","0"
"2008-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","71200","","","","0"
"2008-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","87404","","","","0"
"2009-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","85540","","","","0"
"2009-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","87780","","","","0"
"2009-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","88644","","","","0"
"2009-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","84684","","","","0"
"2010-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","96388","","","","0"
"2010-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","79756","","","","0"
"2010-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","82124","","","","0"
"2010-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","87004","","","","0"
"2011-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","90472","","","","0"
"2011-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","88648","","","","0"
