REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Canadian and foreign direct investment,Countries or regions,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2023,Canada,2016A000011124,Utilities [22],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661214,1.19.2.1,9562,,,,0
1999,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1532,,,,0
2000,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1392,,,,0
2001,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1233,,,,0
2002,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1434,,,,0
2003,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1274,,,,0
2004,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1027,,,,0
2005,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,824,,,,0
2006,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1880,,,,0
2007,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1879,,,,0
2008,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1854,,,,0
2009,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1914,,,,0
2010,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1772,,,,0
2011,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,591,,,,0
2012,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,519,,,,0
2013,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,914,,,,0
2014,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,504,,,,0
2015,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,858,,,,0
2016,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,1244,,,,0
2017,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,3233,,,,0
2018,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,4668,,,,0
2019,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,4565,,,,0
2020,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,2964,,,,0
2021,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,5353,,,,0
2022,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,6890,,,,0
2023,Canada,2016A000011124,Construction [23],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661218,1.20.1.1,6723,,,,0
1999,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,1457,,,,0
2000,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,1489,,,,0
2001,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,2001,,,,0
2002,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,1655,,,,0
2003,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,1660,,,,0
2004,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,1789,,,,0
2005,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,1985,,,,0
2006,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,2145,,,,0
2007,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,2988,,,,0
2008,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,3955,,,,0
2009,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,4148,,,,0
2010,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,3356,,,,0
2011,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,5036,,,,0
2012,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,5126,,,,0
2013,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,4865,,,,0
2014,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,5338,,,,0
2015,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,4393,,,,0
2016,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,3253,,,,0
2017,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,3712,,,,0
2018,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,5719,,,,0
2019,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,9833,,,,0
2020,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,9641,,,,0
2021,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,10533,,,,0
2022,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,12348,,,,0
2023,Canada,2016A000011124,Construction [23],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661224,1.20.2.1,12888,,,,0
1999,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,81692,,,,0
2000,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,113671,,,,0
2001,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,106686,,,,0
2002,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,102192,,,,0
2003,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,101333,,,,0
2004,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,109915,,,,0
2005,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,100484,,,,0
2006,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,108753,,,,0
2007,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,97911,,,,0
2008,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,100284,,,,0
2009,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,96216,,,,0
2010,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,64579,,,,0
2011,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,66957,,,,0
2012,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,55560,,,,0
2013,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,57487,,,,0
2014,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,69105,,,,0
2015,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,81688,,,,0
2016,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,90021,,,,0
2017,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,92477,,,,0
2018,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,104530,,,,0
2019,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,99846,,,,0
2020,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,113414,,,,0
2021,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,120324,,,,0
2022,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,117568,,,,0
2023,Canada,2016A000011124,Manufacturing [31-33],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143880,1.3.1.1,127461,,,,0
1999,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,98093,,,,0
2000,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,138953,,,,0
2001,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,127917,,,,0
2002,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,131864,,,,0
2003,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,120839,,,,0
2004,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,117383,,,,0
2005,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,112236,,,,0
2006,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,130055,,,,0
2007,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,162031,,,,0
2008,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,179920,,,,0
2009,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,185548,,,,0
2010,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,176779,,,,0
2011,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,173009,,,,0
2012,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,186505,,,,0
2013,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,198820,,,,0
2014,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,198325,,,,0
2015,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,181061,,,,0
2016,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,181367,,,,0
2017,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,177561,,,,0
2018,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,184021,,,,0
2019,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,178709,,,,0
2020,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,187517,,,,0
2021,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,200972,,,,0
2022,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,211013,,,,0
2023,Canada,2016A000011124,Manufacturing [31-33],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143881,1.3.2.1,236899,,,,0
1999,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,2729,,,,0
2000,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,2548,,,,0
2001,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,4744,,,,0
2002,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,5344,,,,0
2003,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,4723,,,,0
2004,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,5780,,,,0
2005,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,6788,,,,0
2006,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,6886,,,,0
2007,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,5906,,,,0
2008,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,7440,,,,0
2009,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,7519,,,,0
2010,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,6484,,,,0
2011,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,5201,,,,0
2012,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,4898,,,,0
2013,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,4422,,,,0
2014,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,8835,,,,0
2015,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,14333,,,,0
2016,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,12495,,,,0
2017,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,10492,,,,0
2018,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,14705,,,,0
2019,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,13393,,,,0
2020,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,19102,,,,0
2021,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,23726,,,,0
2022,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,25638,,,,0
2023,Canada,2016A000011124,Food manufacturing [311],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661230,1.21.1.1,27732,,,,0
1999,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,8377,,,,0
2000,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,8679,,,,0
2001,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,8692,,,,0
2002,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,9915,,,,0
2003,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,9169,,,,0
2004,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,9572,,,,0
2005,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,9761,,,,0
2006,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,9433,,,,0
2007,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,9753,,,,0
2008,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,13090,,,,0
2009,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,15168,,,,0
2010,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,14214,,,,0
2011,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,13723,,,,0
2012,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,16566,,,,0
2013,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,21264,,,,0
2014,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,23400,,,,0
2015,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,22280,,,,0
2016,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,22332,,,,0
2017,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,20679,,,,0
2018,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,25934,,,,0
2019,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,31019,,,,0
2020,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,32280,,,,0
2021,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,33061,,,,0
2022,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,34202,,,,0
2023,Canada,2016A000011124,Food manufacturing [311],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661236,1.21.2.1,39694,,,,0
1999,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,5666,,,,0
2000,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,8008,,,,0
2001,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,4271,,,,0
2002,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,4860,,,,0
2003,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,3889,,,,0
2004,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2321,,,,0
2005,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2080,,,,0
2006,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2639,,,,0
2007,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2244,,,,0
2008,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,1884,,,,0
2009,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,1730,,,,0
2010,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,1781,,,,0
2011,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,255,,,,0
2012,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,612,,,,0
2013,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,1408,,,,0
2014,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,1400,,,,0
2015,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2915,,,,0
2016,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2620,,,,0
2017,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,6425,,,,0
