REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Canadian and foreign direct investment,Countries or regions,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020,Canada,2016A000011124,Information and cultural industries [51],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661501,1.44.2.1,14997,,,,0
2021,Canada,2016A000011124,Information and cultural industries [51],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661501,1.44.2.1,20883,,,,0
2022,Canada,2016A000011124,Information and cultural industries [51],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661501,1.44.2.1,24830,,,,0
2023,Canada,2016A000011124,Information and cultural industries [51],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661501,1.44.2.1,28947,,,,0
1999,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,90487,,,,0
2000,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,101192,,,,0
2001,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,122978,,,,0
2002,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,159700,,,,0
2003,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,148141,,,,0
2004,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,123769,,,,0
2005,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,129117,,,,0
2006,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,155800,,,,0
2007,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,168926,,,,0
2008,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,234215,,,,0
2009,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,231701,,,,0
2010,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,236395,,,,0
2011,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,264572,,,,0
2012,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,279063,,,,0
2013,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,297596,,,,0
2014,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,308344,,,,0
2015,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,379502,,,,0
2016,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,400407,,,,0
2017,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,431225,,,,0
2018,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,493835,,,,0
2019,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,544009,,,,0
2020,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,566266,,,,0
2021,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,600065,,,,0
2022,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,655080,,,,0
2023,Canada,2016A000011124,Finance and insurance [52],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143894,1.10.1.1,717428,,,,0
1999,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,38867,,,,0
2000,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,40438,,,,0
2001,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,42237,,,,0
2002,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,44596,,,,0
2003,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,50975,,,,0
2004,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,53228,,,,0
2005,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,55957,,,,0
2006,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,60788,,,,0
2007,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,69905,,,,0
2008,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,73840,,,,0
2009,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,82613,,,,0
2010,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,78120,,,,0
2011,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,79275,,,,0
2012,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,84633,,,,0
2013,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,91563,,,,0
2014,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,99259,,,,0
2015,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,115853,,,,0
2016,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,126359,,,,0
2017,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,131044,,,,0
2018,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,128939,,,,0
2019,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,149460,,,,0
2020,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,139422,,,,0
2021,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,147977,,,,0
2022,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,148533,,,,0
2023,Canada,2016A000011124,Finance and insurance [52],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143895,1.10.2.1,153697,,,,0
1999,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,6629,,,,0
2000,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,5869,,,,0
2001,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,6755,,,,0
2002,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,5546,,,,0
2003,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,5762,,,,0
2004,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,4981,,,,0
2005,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,6667,,,,0
2006,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,9842,,,,0
2007,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,9734,,,,0
2008,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,10721,,,,0
2009,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,8515,,,,0
2010,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,13199,,,,0
2011,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,20303,,,,0
2012,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,26915,,,,0
2013,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,31052,,,,0
2014,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,42756,,,,0
2015,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,62421,,,,0
2016,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,62818,,,,0
2017,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,74052,,,,0
2018,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,86647,,,,0
2019,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,101441,,,,0
2020,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,105849,,,,0
2021,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,112044,,,,0
2022,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,133322,,,,0
2023,Canada,2016A000011124,Real estate and rental and leasing [53],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661507,1.45.1.1,135203,,,,0
1999,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,5101,,,,0
2000,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4662,,,,0
2001,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4522,,,,0
2002,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4704,,,,0
2003,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4694,,,,0
2004,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4572,,,,0
2005,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4691,,,,0
2006,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,6538,,,,0
2007,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,5190,,,,0
2008,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,5189,,,,0
2009,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,5651,,,,0
2010,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,5015,,,,0
2011,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4650,,,,0
2012,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4056,,,,0
2013,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,4455,,,,0
2014,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,7186,,,,0
2015,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,10157,,,,0
2016,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,11793,,,,0
2017,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,12270,,,,0
2018,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,17514,,,,0
2019,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,30340,,,,0
2020,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,28370,,,,0
2021,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,33094,,,,0
2022,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,39218,,,,0
2023,Canada,2016A000011124,Real estate and rental and leasing [53],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661513,1.45.2.1,42786,,,,0
1999,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,1917,,,,0
2000,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,4421,,,,0
2001,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,5727,,,,0
2002,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,5357,,,,0
2003,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,6378,,,,0
2004,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,7721,,,,0
2005,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,7238,,,,0
2006,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,8022,,,,0
2007,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,7620,,,,0
2008,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,8162,,,,0
2009,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,7131,,,,0
2010,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,7713,,,,0
2011,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,7461,,,,0
2012,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,10456,,,,0
2013,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,12507,,,,0
2014,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,18740,,,,0
2015,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,28535,,,,0
2016,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,26317,,,,0
2017,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,25509,,,,0
2018,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,44810,,,,0
2019,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,39499,,,,0
2020,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,61649,,,,0
2021,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,60770,,,,0
2022,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,53711,,,,0
2023,Canada,2016A000011124,"Professional, scientific and technical services [54]",Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661519,1.46.1.1,55292,,,,0
1999,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,4667,,,,0
2000,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,7263,,,,0
2001,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,7300,,,,0
2002,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,7756,,,,0
2003,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,8007,,,,0
2004,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,9221,,,,0
2005,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,9389,,,,0
2006,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,10605,,,,0
2007,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,9510,,,,0
2008,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,10348,,,,0
2009,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,9360,,,,0
2010,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,10954,,,,0
2011,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,8745,,,,0
2012,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,9641,,,,0
2013,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,9138,,,,0
2014,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,11594,,,,0
2015,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,24187,,,,0
2016,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,19108,,,,0
2017,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,18611,,,,0
2018,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,20095,,,,0
2019,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,28943,,,,0
2020,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,35583,,,,0
2021,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,47173,,,,0
2022,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,47848,,,,0
2023,Canada,2016A000011124,"Professional, scientific and technical services [54]",Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661525,1.46.2.1,54114,,,,0
1999,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,11517,,,,0
2000,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,22302,,,,0
2001,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,29199,,,,0
2002,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,32290,,,,0
2003,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,34040,,,,0
2004,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,76812,,,,0
2005,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,81346,,,,0
2006,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,86614,,,,0
2007,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,76020,,,,0
